fr24_id,hex,callsign,lat,lon,track,alt,gspeed,vspeed,squawk,timestamp,source
3b59d226,7821A2,CHC25C,22.6853,114.24657,78,2475,116,-64,1141,2025-07-21T05:59:08Z,ADSB
3b59c7ee,780656,CHH7725,22.53223,113.97262,63,8050,296,2112,3157,2025-07-21T06:14:58Z,ADSB
3b59dcbb,78923D,BHNT,22.40872,114.03764,294,1350,80,576,5273,2025-07-21T06:14:58Z,ADSB
3b59c15a,780AA7,CRK246,22.38139,114.04393,55,4800,228,2112,3351,2025-07-21T06:14:59Z,ADSB
3b59db41,781FC2,CHC97C,22.66824,114.189,59,2475,132,0,5217,2025-07-21T06:14:31Z,ADSB
3b595a03,781BF4,CSN8482,22.55451,114.0507,56,13800,392,0,4103,2025-07-21T06:14:58Z,ADSB
3b597889,76BD47,TGW180,22.6068,114.10056,334,41100,485,-64,0122,2025-07-21T06:14:58Z,ADSB
3b5970ca,78209E,CHC19C,22.58464,114.05157,57,2475,134,0,5772,2025-07-21T06:14:58Z,ADSB
3b59e2b6,781014,CSC3156,22.55768,113.85468,152,4025,189,768,0,2025-07-21T06:29:58Z,ADSB
3b59e5bb,7821A3,CHC23C,22.55563,113.94897,87,1475,85,-64,5773,2025-07-21T06:29:59Z,ADSB
3b59dd35,78927E,HKE650,22.36537,114.01796,54,4675,228,1088,3504,2025-07-21T06:29:58Z,ADSB
3b59e424,781E80,CHC15C,22.60245,114.07099,58,2475,136,0,5215,2025-07-21T06:29:59Z,ADSB
3b59dc8d,789265,CPA420,22.34116,114.24008,113,12125,297,2496,5751,2025-07-21T06:29:59Z,ADSB
3b59e8f8,78135F,CSN3791,22.55713,113.88378,26,14800,336,-64,4222,2025-07-21T06:44:58Z,ADSB
3b59e694,71C286,AAR372,22.54273,113.99541,59,8275,295,2368,3162,2025-07-21T06:44:59Z,ADSB
3b59e0ba,780300,CES5018,22.52542,114.24454,279,19875,364,2240,3355,2025-07-21T06:44:59Z,ADSB
3b59ea77,782123,CHC16C,22.63449,114.15079,48,2450,133,0,5210,2025-07-21T06:44:50Z,ADSB
3b59d099,780B31,CSH9538,22.59162,114.13035,356,35100,468,0,4271,2025-07-21T06:59:58Z,ADSB
3b59ec26,7819D2,CDC8008,22.36733,114.0214,55,5300,249,3200,5767,2025-07-21T06:59:59Z,ADSB
3b59e800,7804BC,CCA412,22.47597,114.23399,305,13950,333,2496,5757,2025-07-21T06:59:58Z,ADSB
3b59ec9a,780DBD,CHH7395,22.61609,113.9502,359,10325,296,1920,3157,2025-07-21T06:59:58Z,ADSB
3b59d544,7805A7,CHH7629,22.66063,113.90335,247,12800,370,0,3376,2025-07-21T07:14:59Z,ADSB
3b59f19b,780AC4,HKE688,22.34158,113.98041,56,2900,192,1536,3570,2025-07-21T07:14:59Z,ADSB
3b59ece5,780A80,CPA418,22.36965,114.16972,113,7125,275,2496,3536,2025-07-21T07:14:59Z,ADSB
3b59d4cb,781F5A,CQH8882,22.56205,114.01556,30,9375,310,0,4222,2025-07-21T07:29:58Z,ADSB
3b59f93e,86E780,JAL26,22.37709,114.03728,55,4275,241,2304,3550,2025-07-21T07:29:58Z,ADSB
3b5a03d8,8881A2,BAV9583,22.36565,113.88926,122,10975,282,640,3513,2025-07-21T07:44:59Z,ADSB
3b5a0179,7822AB,EPA6215,22.53003,113.96862,65,8875,276,1024,3156,2025-07-21T07:44:59Z,ADSB
3b59fea3,780A49,CPA380,22.36491,114.01861,55,3225,240,2240,5761,2025-07-21T07:44:59Z,ADSB
3b59d48f,780789,CES2961,22.42497,114.03439,255,18025,397,0,1040,2025-07-21T07:44:59Z,ADSB
